"id"	"name"	"tc"	"exid"	"exname"	"fullname"
"gnl|TC-DB|Q56ZZ7|2.A.1.1.102"	"Plastidic glucose transporter 4"	"2.A.1.1.102"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q56ZZ7|2.A.1.1.102 Plastidic glucose transporter 4 OS=Arabidopsis thaliana GN=At5g16150 PE=1 SV=2"
"gnl|TC-DB|Q57071|4.A.1.1.13"	"PTS system glucose-specific EIICBA component"	"4.A.1.1.13"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q57071|4.A.1.1.13 PTS system glucose-specific EIICBA component OS=Staphylococcus carnosus (strain TM300) GN=ptsG PE=1 SV=1"
"gnl|TC-DB|Q57251|2.A.14.2.1"	"Putative L-lactate permease - Haemophilus influenzae."	"2.A.14.2.1"	"EX_lac_L(e)"	"L-Lactate"	"gnl|TC-DB|Q57251|2.A.14.2.1 Putative L-lactate permease - Haemophilus influenzae."
"gnl|TC-DB|Q5A477|2.A.7.13.2"	"2.A.7.13.2 GDP-mannose transporter"	"2.A.7.13.2"	"EX_man(e)"	"mannose"	"gnl|TC-DB|Q5A477|2.A.7.13.2 2.A.7.13.2 GDP-mannose transporter"
"gnl|TC-DB|Q5AST3|1.A.16.2.2"	"Formate/nitrate family transporter (Eurofung)"	"1.A.16.2.2"	"EX_for(e)"	"formate"	"gnl|TC-DB|Q5AST3|1.A.16.2.2 Formate/nitrate family transporter (Eurofung) OS=Emericella nidulans (strain FGSC A4 / M139) GN=AN8647.2 PE=4 SV=1"
"gnl|TC-DB|Q5B2K4|2.A.96.1.3"	"Putative uncharacterized protein (Acetate permease)"	"2.A.96.1.3"	"EX_ac(e)"	"acetate"	"gnl|TC-DB|Q5B2K4|2.A.96.1.3 Putative uncharacterized protein (Acetate permease) OS=Emericella nidulans GN=acpA PE=4 SV=1"
"gnl|TC-DB|Q5E733|2.A.21.3.7"	"Sodium-glucose/galactose cotransporter - Vibrio fischeri (strain ATCC 700601 / ES114)."	"2.A.21.3.7"	"EX_gal(e);EX_glc(e)"	"galactose;glucose"	"gnl|TC-DB|Q5E733|2.A.21.3.7 Sodium-glucose/galactose cotransporter - Vibrio fischeri (strain ATCC 700601 / ES114)."
"gnl|TC-DB|Q5ERC7|2.A.1.1.47"	"Glucose transporter 9b - Mus musculus (Mouse)."	"2.A.1.1.47"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q5ERC7|2.A.1.1.47 Glucose transporter 9b - Mus musculus (Mouse)."
"gnl|TC-DB|Q5M5W6|4.A.6.1.7"	"Mannose PTS system component IIAB - Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)."	"4.A.6.1.7"	"EX_man(e)"	"mannose"	"gnl|TC-DB|Q5M5W6|4.A.6.1.7 Mannose PTS system component IIAB - Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)."
"gnl|TC-DB|Q5M5W7|4.A.6.1.7"	"Mannose PTS system component IIC - Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)."	"4.A.6.1.7"	"EX_man(e)"	"mannose"	"gnl|TC-DB|Q5M5W7|4.A.6.1.7 Mannose PTS system component IIC - Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)."
"gnl|TC-DB|Q5M5W8|4.A.6.1.7"	"Mannose PTS system component IID - Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)."	"4.A.6.1.7"	"EX_man(e)"	"mannose"	"gnl|TC-DB|Q5M5W8|4.A.6.1.7 Mannose PTS system component IID - Streptococcus thermophilus (strain ATCC BAA-250 / LMG 18311)."
"gnl|TC-DB|Q5TAH2|2.A.36.7.4"	"Sodium/hydrogen exchanger 11"	"2.A.36.7.4"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q5TAH2|2.A.36.7.4 Sodium/hydrogen exchanger 11 OS=Homo sapiens GN=SLC9C2 PE=2 SV=1"
"gnl|TC-DB|Q60441|2.A.43.3.1"	"MANNOSE-P-DOLICHOL UTILIZATION DEFECT 1 PROTEIN (SUPPRESSOR OF LEC15 AND LEC35 GLYCOSYLATION MUTATION) (SL15) - Cricetulus griseus (Chinese hamster)."	"2.A.43.3.1"	"EX_man(e)"	"mannose"	"gnl|TC-DB|Q60441|2.A.43.3.1 MANNOSE-P-DOLICHOL UTILIZATION DEFECT 1 PROTEIN (SUPPRESSOR OF LEC15 AND LEC35 GLYCOSYLATION MUTATION) (SL15) - Cricetulus griseus (Chinese hamster)."
"gnl|TC-DB|Q63GK8|4.A.1.1.17"	"Protein-N(Pi)-phosphohistidine-sugar phosphotransferase (Enzyme II of the phosphotransferase system) (PTS system glucose-specific IIBC component)"	"4.A.1.1.17"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q63GK8|4.A.1.1.17 Protein-N(Pi)-phosphohistidine-sugar phosphotransferase (Enzyme II of the phosphotransferase system) (PTS system glucose-specific IIBC component) OS=Bacillus cereus (strain ZK / E33L) GN=ptsG PE=4 SV=1"
"gnl|TC-DB|Q68KI4|2.A.36.5.1"	"2.A.36.5.1 Sodium/hydrogen exchanger 1"	"2.A.36.5.1"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q68KI4|2.A.36.5.1 2.A.36.5.1 Sodium/hydrogen exchanger 1"
"gnl|TC-DB|Q69JW3|2.A.2.4.11"	"Sucrose transport protein SUT5"	"2.A.2.4.11"	"EX_sucr(e)"	"Sucrose"	"gnl|TC-DB|Q69JW3|2.A.2.4.11 Sucrose transport protein SUT5 OS=Oryza sativa subsp. japonica GN=SUT5 PE=1 SV=1"
"gnl|TC-DB|Q6ADZ6|4.F.1.1.7"	"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"	"4.F.1.1.7"	"EX_glyc(e)"	"Glycerol"	"gnl|TC-DB|Q6ADZ6|4.F.1.1.7 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase OS=Leifsonia xyli subsp. xyli (strain CTCB07) GN=pgsA PE=3 SV=1"
"gnl|TC-DB|Q6AI14|2.A.36.1.18"	"Sodium/hydrogen exchanger 4"	"2.A.36.1.18"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q6AI14|2.A.36.1.18 Sodium/hydrogen exchanger 4 OS=Homo sapiens GN=SLC9A4 PE=1 SV=2"
"gnl|TC-DB|Q6E5A5|2.A.29.11.3"	"Plastidial ADP-glucose transporter"	"2.A.29.11.3"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q6E5A5|2.A.29.11.3 Plastidial ADP-glucose transporter OS=Hordeum vulgare var. distichum PE=2 SV=2"
"gnl|TC-DB|Q6LXP8|1.A.16.2.3"	"Formate transporter"	"1.A.16.2.3"	"EX_for(e)"	"formate"	"gnl|TC-DB|Q6LXP8|1.A.16.2.3 Formate transporter OS=Methanococcus maripaludis (strain S2 / LL) GN=fdhC PE=4 SV=1"
"gnl|TC-DB|Q6MNM0|3.A.1.1.51"	"Maltose/maltodextrin transport permease homologue"	"3.A.1.1.51"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q6MNM0|3.A.1.1.51 Maltose/maltodextrin transport permease homologue OS=Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIB 9529 / HD100) GN=malF PE=3 SV=1"
"gnl|TC-DB|Q6NM25|2.A.7.11.7"	"UDP-galactose/UDP-glucose transporter 5"	"2.A.7.11.7"	"EX_gal(e);EX_glc(e)"	"galactose;glucose"	"gnl|TC-DB|Q6NM25|2.A.7.11.7 UDP-galactose/UDP-glucose transporter 5 OS=Arabidopsis thaliana GN=UTR5 PE=2 SV=1"
"gnl|TC-DB|Q6PXP3|2.A.1.1.37"	"Intestinal facilitative glucose transporter 7 - Homo sapiens (Human)."	"2.A.1.1.37"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q6PXP3|2.A.1.1.37 Intestinal facilitative glucose transporter 7 - Homo sapiens (Human)."
"gnl|TC-DB|Q6UJY2|2.A.36.7.7"	"Sodium/hydrogen exchanger 10"	"2.A.36.7.7"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q6UJY2|2.A.36.7.7 Sodium/hydrogen exchanger 10 OS=Mus musculus GN=Slc9c1 PE=1 SV=3"
"gnl|TC-DB|Q70WR7|2.A.1.2.23"	"Fructose facilitator - Zygosaccharomyces bailii."	"2.A.1.2.23"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q70WR7|2.A.1.2.23 Fructose facilitator - Zygosaccharomyces bailii."
"gnl|TC-DB|Q720G7|4.A.1.2.13"	"PTS system, trehalose-specific, IIBC component"	"4.A.1.2.13"	"EX_tre(e)"	"trehalose"	"gnl|TC-DB|Q720G7|4.A.1.2.13 PTS system, trehalose-specific, IIBC component OS=Listeria monocytogenes serotype 4b (strain F2365) GN=treB PE=4 SV=1"
"gnl|TC-DB|Q72H66|3.A.1.1.25"	"Maltose transport system permease protein malG - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."	"3.A.1.1.25"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q72H66|3.A.1.1.25 Maltose transport system permease protein malG - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."
"gnl|TC-DB|Q72H67|3.A.1.1.25"	"Maltose transport system permease protein malF - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."	"3.A.1.1.25"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q72H67|3.A.1.1.25 Maltose transport system permease protein malF - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."
"gnl|TC-DB|Q72H68|3.A.1.1.25"	"Trehalose/maltose-binding protein - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."	"3.A.1.1.25"	"EX_malt(e);EX_tre(e)"	"Maltose;trehalose"	"gnl|TC-DB|Q72H68|3.A.1.1.25 Trehalose/maltose-binding protein - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."
"gnl|TC-DB|Q72KX2|3.A.1.1.24"	"Glucose-binding protein - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."	"3.A.1.1.24"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q72KX2|3.A.1.1.24 Glucose-binding protein - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."
"gnl|TC-DB|Q72KX3|3.A.1.1.24"	"Glucose transport system permease protein - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."	"3.A.1.1.24"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q72KX3|3.A.1.1.24 Glucose transport system permease protein - Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)."
"gnl|TC-DB|Q72XP9|4.A.3.2.8"	"PTS system, cellobiose-specific IIB component"	"4.A.3.2.8"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q72XP9|4.A.3.2.8 PTS system, cellobiose-specific IIB component OS=Bacillus cereus (strain ATCC 10987) GN=celA PE=4 SV=1"
"gnl|TC-DB|Q72XQ0|4.A.3.2.8"	"PTS system, cellobiose-specific IIC component"	"4.A.3.2.8"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q72XQ0|4.A.3.2.8 PTS system, cellobiose-specific IIC component OS=Bacillus cereus (strain ATCC 10987) GN=celB PE=1 SV=1"
"gnl|TC-DB|Q72XQ1|4.A.3.2.8"	"PTS system, cellobiose-specific IIA component"	"4.A.3.2.8"	"EX_cellb(e)"	"cellobiose"	"gnl|TC-DB|Q72XQ1|4.A.3.2.8 PTS system, cellobiose-specific IIA component OS=Bacillus cereus (strain ATCC 10987) GN=celC PE=4 SV=1"
"gnl|TC-DB|Q76EJ3|2.A.7.15.1"	"UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter - Homo sapiens (Human)."	"2.A.7.15.1"	"EX_glc(e);EX_man(e)"	"glucose;mannose"	"gnl|TC-DB|Q76EJ3|2.A.7.15.1 UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter - Homo sapiens (Human)."
"gnl|TC-DB|Q7AKP1|3.A.1.1.44"	"Putative maltose-binding protein"	"3.A.1.1.44"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q7AKP1|3.A.1.1.44 Putative maltose-binding protein OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=SCO2231 PE=4 SV=1"
"gnl|TC-DB|Q7BEC4|2.A.1.1.35"	"Glucose transport protein GlcP - Streptomyces lividans."	"2.A.1.1.35"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q7BEC4|2.A.1.1.35 Glucose transport protein GlcP - Streptomyces lividans."
"gnl|TC-DB|Q80T22|2.A.1.7.4"	"Na+ dependent glucose transporter 1 - Rattus norvegicus (Rat)."	"2.A.1.7.4"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q80T22|2.A.1.7.4 Na+ dependent glucose transporter 1 - Rattus norvegicus (Rat)."
"gnl|TC-DB|Q84L09|2.A.7.13.4"	"GDP-mannose transporter GONST2"	"2.A.7.13.4"	"EX_man(e)"	"mannose"	"gnl|TC-DB|Q84L09|2.A.7.13.4 GDP-mannose transporter GONST2 OS=Arabidopsis thaliana GN=GONST2 PE=2 SV=1"
"gnl|TC-DB|Q86YT5|2.A.47.1.9"	"Na+-coupled citrate transporter protein - Homo sapiens (Human)."	"2.A.47.1.9"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|Q86YT5|2.A.47.1.9 Na+-coupled citrate transporter protein - Homo sapiens (Human)."
"gnl|TC-DB|Q89YS8|2.A.1.7.18"	"Glucose/galactose transporter"	"2.A.1.7.18"	"EX_gal(e);EX_glc(e)"	"galactose;glucose"	"gnl|TC-DB|Q89YS8|2.A.1.7.18 Glucose/galactose transporter OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=BT_4653 PE=4 SV=1"
"gnl|TC-DB|Q8A6W8|2.A.1.7.17"	"Glucose/galactose transporter"	"2.A.1.7.17"	"EX_gal(e);EX_glc(e)"	"galactose;glucose"	"gnl|TC-DB|Q8A6W8|2.A.1.7.17 Glucose/galactose transporter OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=BT_1758 PE=4 SV=1"
"gnl|TC-DB|Q8AAV7|2.A.21.3.19"	"Na+/glucose cotransporter"	"2.A.21.3.19"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q8AAV7|2.A.21.3.19 Na+/glucose cotransporter OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=BT_0355 PE=3 SV=1"
"gnl|TC-DB|Q8DS05|4.A.1.1.11"	"Putative PTS system, glucose-specific IIABC component - Streptococcus mutans."	"4.A.1.1.11"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q8DS05|4.A.1.1.11 Putative PTS system, glucose-specific IIABC component - Streptococcus mutans."
"gnl|TC-DB|Q8DT26|3.A.1.1.27"	"Putative maltose/maltodextrin ABC transporter, MalG permease - Streptococcus mutans."	"3.A.1.1.27"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q8DT26|3.A.1.1.27 Putative maltose/maltodextrin ABC transporter, MalG permease - Streptococcus mutans."
"gnl|TC-DB|Q8DT27|3.A.1.1.27"	"Putative maltose/maltodextrin ABC transporter, permease protein MalF - Streptococcus mutans."	"3.A.1.1.27"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q8DT27|3.A.1.1.27 Putative maltose/maltodextrin ABC transporter, permease protein MalF - Streptococcus mutans."
"gnl|TC-DB|Q8DT28|3.A.1.1.27"	"Putative maltose/maltodextrin ABC transporter, sugar-binding protein MalX - Streptococcus mutans."	"3.A.1.1.27"	"EX_malt(e)"	"Maltose"	"gnl|TC-DB|Q8DT28|3.A.1.1.27 Putative maltose/maltodextrin ABC transporter, sugar-binding protein MalX - Streptococcus mutans."
"gnl|TC-DB|Q8DUC7|2.A.11.1.3"	"Putative Mg2+/citrate transporter - Streptococcus mutans. "	"2.A.11.1.3"	"EX_cit(e)"	"citrate"	"gnl|TC-DB|Q8DUC7|2.A.11.1.3 Putative Mg2+/citrate transporter - Streptococcus mutans. "
"gnl|TC-DB|Q8DWE7|4.A.2.1.8"	"Putative PTS system, fructose-specific IIBC component - Streptococcus mutans."	"4.A.2.1.8"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q8DWE7|4.A.2.1.8 Putative PTS system, fructose-specific IIBC component - Streptococcus mutans."
"gnl|TC-DB|Q8EBL0|2.A.1.7.8"	"Glucose/galactose transporter"	"2.A.1.7.8"	"EX_gal(e);EX_glc(e)"	"galactose;glucose"	"gnl|TC-DB|Q8EBL0|2.A.1.7.8 Glucose/galactose transporter OS=Shewanella oneidensis GN=SO_3503 PE=4 SV=1"
"gnl|TC-DB|Q8EYE0|3.D.1.9.3"	"Formate hydrogenase subunit F"	"3.D.1.9.3"	"EX_for(e)"	"formate"	"gnl|TC-DB|Q8EYE0|3.D.1.9.3 Formate hydrogenase subunit F OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=LA_4276 PE=3 SV=1"
"gnl|TC-DB|Q8EYE1|3.D.1.9.3"	"Formate hydrogenase subunit E"	"3.D.1.9.3"	"EX_for(e)"	"formate"	"gnl|TC-DB|Q8EYE1|3.D.1.9.3 Formate hydrogenase subunit E OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=LA_4275 PE=4 SV=1"
"gnl|TC-DB|Q8EYE2|3.D.1.9.3"	"Formate hydrogenase subunit C"	"3.D.1.9.3"	"EX_for(e)"	"formate"	"gnl|TC-DB|Q8EYE2|3.D.1.9.3 Formate hydrogenase subunit C OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=LA_4274 PE=4 SV=1"
"gnl|TC-DB|Q8EYE3|3.D.1.9.3"	"Formate hydrogenase subunit B"	"3.D.1.9.3"	"EX_for(e)"	"formate"	"gnl|TC-DB|Q8EYE3|3.D.1.9.3 Formate hydrogenase subunit B OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=LA_4273 PE=3 SV=1"
"gnl|TC-DB|Q8F4Z0|3.D.10.1.2"	"Succinate:quinone oxidoreductase (SQR)-like protein"	"3.D.10.1.2"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|Q8F4Z0|3.D.10.1.2 Succinate:quinone oxidoreductase (SQR)-like protein OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=LA_1898 PE=4 SV=1"
"gnl|TC-DB|Q8F4Z1|3.D.10.1.2"	"Succinate dehydrogenase flavoprotein subunit"	"3.D.10.1.2"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|Q8F4Z1|3.D.10.1.2 Succinate dehydrogenase flavoprotein subunit OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=sdhA PE=4 SV=1"
"gnl|TC-DB|Q8F4Z2|3.D.10.1.2"	"Succinate dehydrogenase/fumarate reductase iron-sulfur subunit"	"3.D.10.1.2"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|Q8F4Z2|3.D.10.1.2 Succinate dehydrogenase/fumarate reductase iron-sulfur subunit OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=LA_1896 PE=4 SV=1"
"gnl|TC-DB|Q8FC73|4.A.2.1.9"	"PTS system, fructose-like-2 IIB component 1"	"4.A.2.1.9"	"EX_fru(e)"	"fructose"	"gnl|TC-DB|Q8FC73|4.A.2.1.9 PTS system, fructose-like-2 IIB component 1 OS=Escherichia coli O6 GN=c4486 PE=4 SV=1"
"gnl|TC-DB|Q8G3X1|2.A.1.1.42"	"D-Glucose-proton symporter - Bifidobacterium longum."	"2.A.1.1.42"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q8G3X1|2.A.1.1.42 D-Glucose-proton symporter - Bifidobacterium longum."
"gnl|TC-DB|Q8IVB4|2.A.36.1.19"	"Sodium/hydrogen exchanger 9"	"2.A.36.1.19"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q8IVB4|2.A.36.1.19 Sodium/hydrogen exchanger 9 OS=Homo sapiens GN=SLC9A9 PE=1 SV=1"
"gnl|TC-DB|Q8KA99|3.D.10.1.5"	"Succinate dehydrogenase, cytochrome subunit, putative"	"3.D.10.1.5"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|Q8KA99|3.D.10.1.5 Succinate dehydrogenase, cytochrome subunit, putative OS=Chlorobium tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) GN=CT2268 PE=4 SV=1"
"gnl|TC-DB|Q8KAA0|3.D.10.1.5"	"Succinate dehydrogenase, flavoprotein subunit"	"3.D.10.1.5"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|Q8KAA0|3.D.10.1.5 Succinate dehydrogenase, flavoprotein subunit OS=Chlorobium tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) GN=sdhA PE=4 SV=1"
"gnl|TC-DB|Q8KAA1|3.D.10.1.5"	"Succinate dehydrogenase, iron-sulfur protein"	"3.D.10.1.5"	"EX_succ(e)"	"succinate"	"gnl|TC-DB|Q8KAA1|3.D.10.1.5 Succinate dehydrogenase, iron-sulfur protein OS=Chlorobium tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) GN=sdhB PE=4 SV=1"
"gnl|TC-DB|Q8L3C4|4.A.3.2.5"	"PTS system glucose-specific component IIA"	"4.A.3.2.5"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q8L3C4|4.A.3.2.5 PTS system glucose-specific component IIA OS=Serratia marcescens GN=crr PE=4 SV=1"
"gnl|TC-DB|Q8L6Z8|2.A.1.1.45"	"D-xylose-proton symporter-like 1 - Arabidopsis thaliana (Mouse-ear cress)."	"2.A.1.1.45"	"EX_xyl_D(e)"	"Xylose"	"gnl|TC-DB|Q8L6Z8|2.A.1.1.45 D-xylose-proton symporter-like 1 - Arabidopsis thaliana (Mouse-ear cress)."
"gnl|TC-DB|Q8NMD6|4.A.1.2.12"	"Phosphotransferase system IIC components, glucose/maltose/N- acetylglucosamine-specific - Corynebacterium glutamicum (Brevibacterium flavum)."	"4.A.1.2.12"	"EX_malt(e);EX_glc(e)"	"Maltose;glucose"	"gnl|TC-DB|Q8NMD6|4.A.1.2.12 Phosphotransferase system IIC components, glucose/maltose/N- acetylglucosamine-specific - Corynebacterium glutamicum (Brevibacterium flavum)."
"gnl|TC-DB|Q8R4H8|2.A.36.1.4"	"Chloride-dependent sodium/hydrogen exchanger - Rattus norvegicus (Rat)."	"2.A.36.1.4"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q8R4H8|2.A.36.1.4 Chloride-dependent sodium/hydrogen exchanger - Rattus norvegicus (Rat)."
"gnl|TC-DB|Q8RFA1|2.A.8.1.13"	"Propionate permease - Fusobacterium nucleatum (subsp. nucleatum)."	"2.A.8.1.13"	"EX_ppa(e)"	"Propionate"	"gnl|TC-DB|Q8RFA1|2.A.8.1.13 Propionate permease - Fusobacterium nucleatum (subsp. nucleatum)."
"gnl|TC-DB|Q8TD20|2.A.1.1.87"	"Solute carrier family 2, facilitated glucose transporter member 12"	"2.A.1.1.87"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q8TD20|2.A.1.1.87 Solute carrier family 2, facilitated glucose transporter member 12 OS=Homo sapiens GN=SLC2A12 PE=2 SV=1"
"gnl|TC-DB|Q8TDB8|2.A.1.1.90"	"Solute carrier family 2, facilitated glucose transporter member 14"	"2.A.1.1.90"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q8TDB8|2.A.1.1.90 Solute carrier family 2, facilitated glucose transporter member 14 OS=Homo sapiens GN=SLC2A14 PE=2 SV=1"
"gnl|TC-DB|Q8TUV1|2.A.14.1.4"	"L-lactate permease - Methanopyrus kandleri."	"2.A.14.1.4"	"EX_lac_L(e)"	"L-Lactate"	"gnl|TC-DB|Q8TUV1|2.A.14.1.4 L-lactate permease - Methanopyrus kandleri."
"gnl|TC-DB|Q8TZJ0|2.A.1.2.88"	"Sucrose transport protein"	"2.A.1.2.88"	"EX_sucr(e)"	"Sucrose"	"gnl|TC-DB|Q8TZJ0|2.A.1.2.88 Sucrose transport protein OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) GN=PF2002 PE=4 SV=1"
"gnl|TC-DB|Q8VS41|2.A.24.2.5"	"Citrate/acetate antiporter - Klebsiella pneumoniae."	"2.A.24.2.5"	"EX_ac(e);EX_cit(e)"	"acetate;citrate"	"gnl|TC-DB|Q8VS41|2.A.24.2.5 Citrate/acetate antiporter - Klebsiella pneumoniae."
"gnl|TC-DB|Q8XEV7|2.A.1.7.5"	"Probable permease (Putative L-fucose permease) - Salmonella typhi, and Salmonella typhimurium."	"2.A.1.7.5"	"EX_fuc_L(e)"	"L-Fucose"	"gnl|TC-DB|Q8XEV7|2.A.1.7.5 Probable permease (Putative L-fucose permease) - Salmonella typhi, and Salmonella typhimurium."
"gnl|TC-DB|Q8Z537|2.A.7.22.2"	"Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF"	"2.A.7.22.2"	"EX_arab_L(e)"	"L-Arabinose"	"gnl|TC-DB|Q8Z537|2.A.7.22.2 Probable 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF OS=Salmonella typhi GN=arnF PE=3 SV=1"
"gnl|TC-DB|Q8ZQ35|2.A.21.3.10"	"Putative sodium/glucose cotransporter"	"2.A.21.3.10"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q8ZQ35|2.A.21.3.10 Putative sodium/glucose cotransporter OS=Salmonella typhimurium GN=STM1128 PE=3 SV=1"
"gnl|TC-DB|Q92339|2.A.1.1.23"	"High-affinity gluconate transporter ght3 (Hexose transporter 3) - Schizosaccharomyces pombe (Fission yeast)."	"2.A.1.1.23"	"EX_glcn(e)"	"Gluconate"	"gnl|TC-DB|Q92339|2.A.1.1.23 High-affinity gluconate transporter ght3 (Hexose transporter 3) - Schizosaccharomyces pombe (Fission yeast)."
"gnl|TC-DB|Q92581|2.A.36.1.14"	"Sodium/hydrogen exchanger 6"	"2.A.36.1.14"	"EX_h2(e)"	"Hydrogen"	"gnl|TC-DB|Q92581|2.A.36.1.14 Sodium/hydrogen exchanger 6 OS=Homo sapiens GN=SLC9A6 PE=1 SV=2"
"gnl|TC-DB|Q93890|2.A.7.12.4"	"UDP-galactose/UDP-N-acetylglucosamine transporter srf-3 - Caenorhabditis elegans."	"2.A.7.12.4"	"EX_gal(e)"	"galactose"	"gnl|TC-DB|Q93890|2.A.7.12.4 UDP-galactose/UDP-N-acetylglucosamine transporter srf-3 - Caenorhabditis elegans."
"gnl|TC-DB|Q941R4|2.A.7.13.3"	"GDP-mannose transporter - Arabidopsis thaliana (Mouse-ear cress)."	"2.A.7.13.3"	"EX_man(e)"	"mannose"	"gnl|TC-DB|Q941R4|2.A.7.13.3 GDP-mannose transporter - Arabidopsis thaliana (Mouse-ear cress)."
"gnl|TC-DB|Q94B38|2.A.7.9.6"	"Glucose-6-phosphate/phosphate translocator 2, chloroplastic"	"2.A.7.9.6"	"EX_glc(e)"	"glucose"	"gnl|TC-DB|Q94B38|2.A.7.9.6 Glucose-6-phosphate/phosphate translocator 2, chloroplastic OS=Arabidopsis thaliana GN=GPT2 PE=2 SV=2"
